Url,Resource Name,Identity,Country,Language,Partner,Operation,Scenario,Filter,AllowedPaymentMethods,DeltaType/Description,Path,In SelfHost,In SelfHost,SelfHost Response,SelfHost Response,PI State,PI Scenario,Data,Triage
users/me/paymentMethodDescriptions?country=ph&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,ph,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""d6aec6f6-2bf8-4ca1-9774-48f8ab41eb23"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ph&family=credit_card&type=jcb&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.jcb,ph,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""be70fd03-33f4-462e-aa26-2fd1d4ec4ef1"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tw&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,tw,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""d6e06e8a-5174-41c7-8937-f7873c652232"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ph&family=credit_card&type=jcb&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.jcb,ph,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""aff0906e-fa2e-4c23-8be0-b705e17d8d1f"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tw&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,tw,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""9e96d968-7cfd-4be1-8eb4-84c563d5364c"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tw&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,tw,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""4010b84a-e06d-466d-9e2d-37df99898b5b"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tw&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,tw,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""4a7d8084-d29f-4e53-bc4d-eb22ba87d736"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tw&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,tw,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""d29d67cc-e287-460d-bd3b-f9fb67ff3b0b"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tw&family=credit_card&type=jcb&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.jcb,tw,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""8106838e-5438-4f7b-a1f0-0a0a84363a3d"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tw&family=credit_card&type=jcb&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.jcb,tw,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""c7dc5628-d7e2-493f-b1a7-f7b4bdb09d16"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tw&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,tw,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""1a8051d3-0314-49eb-b35b-0264ef9437cb"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=th&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,th,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""e830b77d-f803-47aa-9583-f59f1be7deed"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=th&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,th,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""7cbea45b-3731-426f-aad6-cf0236f806d6"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=th&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,th,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""b2084209-c9f3-406c-9ab5-12c161c9f73e"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=th&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,th,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""ce3aa69f-8360-4fcf-92b2-6acc0b2b1a4a"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=th&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,th,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""60164368-ffe5-4366-acb2-c09618b242e3"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=th&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,th,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""37053f4f-904f-42b1-8155-4650cb41d926"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=th&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,th,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""ef3debf5-f45e-456e-ae18-637f388c2bab"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=th&family=credit_card&type=jcb&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.jcb,th,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""47c5cd5a-405f-421a-b5a9-004b05a2736a"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=th&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,th,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""ef8c700e-b948-4daf-9cbb-221440b24d2f"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=th&family=credit_card&type=jcb&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.jcb,th,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""8baa590b-5a24-48e3-a1bb-dd4b435fa75e"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=vn&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,vn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""8f1e6671-94a0-48a7-9484-10aa18980d24"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=vn&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,vn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""a799a7fa-2ad8-4e92-ba93-bb26808c7814"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=vn&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,vn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""5ce7163a-f1ca-4876-8273-324f7acdbb15"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=vn&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,vn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""f178d911-e428-4c44-b631-ba85db73f04b"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=vn&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,vn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""25d503cb-7782-417a-ae49-fa87b3a829ab"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=vn&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,vn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""90d6d504-29f1-4bb4-a728-4b79f6f1785f"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=vn&family=credit_card&type=jcb&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.jcb,vn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""963f8c21-3ee8-400c-80a6-df9b23d19441"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=vn&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,vn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""c458744a-2b16-4f33-905f-ca830937e25c"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=xboxsubs&operation=update,paymentMethodDescriptions,credit_card,cn,en-US,xboxsubs,update,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""19d65e5c-724e-422c-a91c-554a8f91c652"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=vn&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,vn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""9825ff63-b4cc-461e-b72b-98676dfad517"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&type=unionpay_creditcard&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.unionpay_creditcard,cn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""fb3e1ee2-62f1-4dbd-a6a0-f104bbb92a34"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=vn&family=credit_card&type=jcb&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.jcb,vn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""a2f2036f-2804-4e1e-88af-b1e8c9bd1b2e"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&type=unionpay_creditcard&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.unionpay_creditcard,cn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""1d74d957-77e9-47d6-80b0-78ba6bfc5099"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,cn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""ae2330f3-564b-44f5-997f-6d9a78ed4bda"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=xboxsubs&operation=add,paymentMethodDescriptions,credit_card,cn,en-US,xboxsubs,add,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""e67daa0c-a532-4eac-a837-89e3c9e34189"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,cn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""641a8f0b-1679-4c9f-a2ab-7c390712126d"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=storify&operation=update,paymentMethodDescriptions,credit_card,cn,en-US,storify,update,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""ecd80c14-ffb0-45f0-92cd-cc5d2f1c259a"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=storify&operation=add,paymentMethodDescriptions,credit_card,cn,en-US,storify,add,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""d1698843-fba3-403d-964d-c3708050383f"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=xboxsubs&operation=update,paymentMethodDescriptions,credit_card,cn,en-US,xboxsubs,update,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""88079e9f-9e58-43ee-848e-734421a0c396"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=saturn&operation=update,paymentMethodDescriptions,credit_card,cn,en-US,saturn,update,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""284dbd4e-5897-4418-8272-b911e86e2b43"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=saturn&operation=add,paymentMethodDescriptions,credit_card,cn,en-US,saturn,add,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""43fbcb68-e746-4609-8cc4-c8fa817a1600"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=xboxsubs&operation=add,paymentMethodDescriptions,credit_card,cn,en-US,xboxsubs,add,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""bec1bf49-5262-41fb-9657-fde59ef3c252"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=xboxsettings&operation=add,paymentMethodDescriptions,credit_card,cn,en-US,xboxsettings,add,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""41bf6637-c752-43c3-aff3-228ee2fd088b"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&type=unionpay_debitcard&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.unionpay_debitcard,cn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""e217352d-4b7a-4eed-af19-501ec65dcde4"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=saturn&operation=add,paymentMethodDescriptions,credit_card,cn,en-US,saturn,add,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""d4d37228-2c59-4060-8cb9-43b1bc42c19a"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=xboxsettings&operation=add,paymentMethodDescriptions,credit_card,cn,en-US,xboxsettings,add,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""1c561def-59aa-4ee6-af62-ef445d125e2b"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&type=unionpay_debitcard&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.unionpay_debitcard,cn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""76e155cf-605e-4d54-9be9-89e476298245"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=storify&operation=add,paymentMethodDescriptions,credit_card,cn,en-US,storify,add,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""c00f7148-a318-4b19-926a-fc96cf9a842e"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=saturn&operation=update,paymentMethodDescriptions,credit_card,cn,en-US,saturn,update,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""f30cfd9d-531d-418c-9134-548d4e7148f9"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=credit_card&language=en-US&partner=storify&operation=update,paymentMethodDescriptions,credit_card,cn,en-US,storify,update,,,,Baseline Failed: InternalServerError,,,,500,500,None,,"{""CorrelationId"":""e79b05ea-cf09-460c-be52-19c7f58d0796"",""ErrorCode"":""500018"",""Message"":""xboxsettings add or update pidl incorrectly formatted""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=ewallet&type=alipay_billing_agreement&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,ewallet.alipay_billing_agreement,cn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""3273c8b3-f803-4749-a389-16ba3eb528dc"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=cn&family=ewallet&type=alipay_billing_agreement&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,ewallet.alipay_billing_agreement,cn,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""376a7054-df23-4734-af6b-3afd44de3cdd"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=fi&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,fi,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""da5fa0b2-288f-4a62-bb04-e8be18027287"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=fi&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,fi,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""ee4fa872-01b0-4d33-a9e1-48d2eca3691b"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=fi&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,fi,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""506d5e59-c1fb-4a1b-a937-0c1163384e8c"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
