Url,Resource Name,Identity,Country,Language,Partner,Operation,Scenario,Filter,AllowedPaymentMethods,DeltaType/Description,Path,In SelfHost,In SelfHost,SelfHost Response,SelfHost Response,PI State,PI Scenario,Data,Triage
users/me/paymentMethodDescriptions?country=hk&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,hk,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""6cd97947-717f-46ed-904c-29c8154772d2"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=hk&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,hk,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""e905e988-ae51-44c5-909c-42174e9ecd95"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=hk&family=ewallet&type=alipay_billing_agreement&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,ewallet.alipay_billing_agreement,hk,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""e7b09633-9cbf-4cc0-a7a2-e731671364d9"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ru&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,ru,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""18c8450f-b825-4c97-84ad-8d66c8ebf0ae"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ru&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,ru,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""5aec71af-a144-4eed-9c1a-01adfce1a010"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ru&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,ru,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""e62c8bf6-55df-48bb-8555-016d5578650f"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ru&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,ru,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""976dc10d-2850-4aed-b485-7da2cc036d76"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ru&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,ru,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""22d0ca1d-3854-4043-b277-680c6e08c1df"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ru&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,ru,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""f2f7f377-2d0b-439a-9ad7-45ca569d11e3"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ru&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,ru,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""d58c2d13-e6db-4ef8-9acc-a6d094a2df60"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ru&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,ru,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""4e76935c-efa4-46b2-9d35-884e62d88526"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tr&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,tr,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""2879a191-5146-44a3-a263-5b2743bbc856"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tr&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,tr,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""d7eb50f1-b5e3-4f80-b183-0d0805ca0a1b"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tr&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,tr,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""620fd8f2-a23e-49b9-87c0-7d1bb80fea88"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tr&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,tr,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""88d5f755-c68f-4795-8ed7-1f8c44755cda"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tr&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,tr,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""c0c6420c-c0b9-4171-9e06-e2681e512dfb"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tr&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,tr,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""6fdb2354-02f9-47f9-9e46-07d354dd9aff"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tr&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,tr,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""e385ddfe-5ef7-4c18-b65d-43c076ae01e0"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=tr&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,tr,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""981c9d4d-4219-4ad2-829d-4b334c4c83a1"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=in&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,in,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""70db6912-c14b-49de-a1cc-652699456f07"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=in&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,in,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""b20f7e24-59de-48e6-abb6-6de0802f7c0a"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=in&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,in,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""bab20a90-d9c3-4c24-9eff-858ea514d89d"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=in&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,in,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""0a6ee076-0352-4a84-84ea-edf95fd68992"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=in&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,in,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""7e0c5ff0-194c-425d-8194-799c4ba04201"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=in&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,in,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""0001d1b1-23b8-4f80-b631-ae17767b8157"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=se&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,se,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""af8df16c-d976-48e1-9e21-804c40dc932c"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=se&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,se,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""16233732-33b6-455d-915f-9d3a9e372213"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=se&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,se,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""18bcafee-ec80-44e8-b01b-a42430c8e6bc"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=se&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,se,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""17cd1491-6733-4bd2-b4c0-363e9aedf9c0"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=se&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,se,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""cc884782-3035-497a-9d63-fa4443a81a90"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=se&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,se,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""a81ec17b-c2d5-43e7-9496-7ac96b8e19dd"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=xk&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,xk,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""290a2ab6-2228-434e-8859-5d45f8012f6f"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=se&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,se,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""92231bb1-64ce-4b3e-8dca-c67454f461ed"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=se&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,se,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""d5a72631-76cb-4bf0-9ec6-55304a9647a6"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=xk&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,xk,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""889f097f-f410-4ee7-908f-f97192cccdfa"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=xk&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,xk,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""8741336f-75bf-4742-bd7c-4b64ab6499bb"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=xk&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,xk,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""6ac4da71-9312-479c-ad07-f67a4c77c545"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=xk&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,xk,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""e0a57a75-47d4-41ed-bf07-c385e19399c2"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=xk&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,xk,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""fb8b4960-3294-4e48-8e02-4fef76497605"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=xk&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,xk,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""2f027a09-0810-48de-9341-f9a50aa112a2"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=xk&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,xk,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""b1cfea4c-c4bb-4364-b553-b17747896252"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ng&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,ng,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""542aa3df-9d10-457c-b4c3-9bd87a697e7a"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ng&family=credit_card&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card,ng,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""aa985e91-b860-4074-a19b-1ac85d98776f"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ng&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,ng,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""6abb8edc-50f0-4565-99d6-b4766dccba37"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ng&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,ng,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""c7d122c1-6187-4fb0-8395-b717e9fa38f1"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ng&family=credit_card&type=visa&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.visa,ng,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""5c1c5288-fc1b-4f34-aaac-1a67f6929d70"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ng&family=credit_card&type=amex&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.amex,ng,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""9bd5fd97-a4c2-4d02-bbbd-f645696d524a"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ng&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,ng,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""72d32995-3839-4d85-b433-6d6d57da0f2d"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ng&family=credit_card&type=verve&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.verve,ng,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""2f103111-f110-4b4c-9203-eeb37b9cc561"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ng&family=credit_card&type=verve&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.verve,ng,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""88bcf39d-2f0a-46c6-bd04-1fa34edc82bd"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=ng&family=credit_card&type=mc&language=en-US&partner=xboxsettings&operation=update,paymentMethodDescriptions,credit_card.mc,ng,en-US,xboxsettings,update,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""ce3c7584-ad25-4d10-863e-02288b3b3d5e"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
users/me/paymentMethodDescriptions?country=us&family=credit_card&type=visa&language=en-us&partner=xboxsettings&operation=Delete,paymentMethodDescriptions,credit_card.visa,us,en-us,xboxsettings,Delete,,,,Baseline Failed: BadRequest,,,,400,400,None,,"{""CorrelationId"":""4266f646-8518-4446-8a05-37132a75cb7e"",""ErrorCode"":""PaymentMethodFamilyIsNotSupportedForStoreInCountry"",""Message"":""No results found for PaymentMethodFamily and PaymentMethodType for the provided country.""}","[v-pranshinde, Rebase diff test 08182025]"
